,access,bridge,geometry,highway,junction,key,lanes,length,maxspeed,name,oneway,osmid,ref,service,tunnel,u,v,width,poi,crime,poi_std,crime_std,trees,greenness_std
4540,,,"LINESTRING (698604.2020487504 5712939.577788237, 698581.2887964138 5712923.658945652, 698576.4084230987 5712920.238599284)",service,,0,,33.775999999999996,,,False,68028602,,,,820627014,820627034,,1,0,0.06646783388958019,0.0,2,0.13388391049568035
4541,permissive,,"LINESTRING (697775.8736101734 5711895.55148822, 697767.0960310326 5711918.826986036)",unclassified,,0,,24.853,,Brunswick Place,False,26997928,,,,5226743373,21667818,,0,0,0.0,0.0,0,0.0
4542,,,"LINESTRING (697775.8736101734 5711895.55148822, 697777.6162116978 5711887.023072862, 697779.3306437328 5711880.998973852)",footway,,0,,14.956,,,False,"[540224363, 233624115]",,,,5226743373,2419805837,,0,0,0.0,0.0,0,0.0
4543,permissive,,"LINESTRING (697775.8736101734 5711895.55148822, 697777.4046799142 5711894.58674437, 697779.7754125858 5711894.356253532)",unclassified,,0,,4.179,30 mph,Brunswick Place,False,540224367,,,,5226743373,300501038,,0,0,0.0,0.0,0,0.0
4544,,,"LINESTRING (699493.5555356861 5711420.248597519, 699504.1268282116 5711405.820772287)",unclassified,,0,,17.86,20 mph,Bury Place,False,4253218,,,,2622506576,14727254,,3,0,0.16063060763678916,0.0,0,0.0
4545,,,"LINESTRING (699493.5555356861 5711420.248597519, 699483.6475448334 5711433.533303551)",unclassified,,0,,16.548,20 mph,Bury Place,False,4253218,,,,2622506576,3254337787,,3,0,0.16467327379366622,0.0,0,0.0
4546,,,"LINESTRING (699493.5555356861 5711420.248597519, 699498.1818743027 5711423.971563164, 699507.2289164945 5711430.462912975)",footway,,0,,17.031,,Pied Bull Yard,False,"[256601790, 510587279]",,,building_passage,2622506576,2622506577,,3,0,0.1631272327803241,0.0,0,0.0
4547,,,"LINESTRING (699507.2289164945 5711430.462912975, 699498.1818743027 5711423.971563164, 699493.5555356861 5711420.248597519)",footway,,0,,17.031,,Pied Bull Yard,False,"[256601790, 510587279]",,,building_passage,2622506577,2622506576,,3,0,0.1631272327803241,0.0,0,0.0
4548,,,"LINESTRING (698576.4084230987 5712920.238599284, 698594.9985671854 5712892.616079014)",service,,0,,33.25,,,False,82124339,,parking,,820627034,2129684376,,0,0,0.0,0.0,7,0.25450701262693903
4549,,,"LINESTRING (698576.4084230987 5712920.238599284, 698581.2887964138 5712923.658945652, 698604.2020487504 5712939.577788237)",service,,0,,33.775999999999996,,,False,68028602,,,,820627034,820627014,,1,0,0.06646783388958019,0.0,2,0.13388391049568035
4550,,,"LINESTRING (698576.4084230987 5712920.238599284, 698573.1821010167 5712915.724953456, 698537.8661175435 5712890.902395125)",service,,0,,48.599000000000004,,,False,82124310,,,,820627034,956345735,,0,0,0.0,0.0,6,0.21557445634194614
4551,,,"LINESTRING (698602.4898669457 5712883.633736935, 698644.1143545671 5712825.233530048)",service,,0,,71.613,,,False,82124339,,parking,,820627035,820627037,,1,0,0.05504821421033018,0.0,1,0.0699585994166556
4552,,,"LINESTRING (698602.4898669457 5712883.633736935, 698594.9985671854 5712892.616079014)",service,,0,,11.677,,,False,82124339,,parking,,820627035,2129684376,,0,0,0.0,0.0,5,0.30511466158696593
4553,,,"LINESTRING (698602.4898669457 5712883.633736935, 698580.7709305913 5712869.487659814, 698576.5648258985 5712863.922335016, 698576.044185794 5712857.176222667, 698591.8600967749 5712837.796533116)",service,,0,,64.553,,,False,68028605,,parking,,820627035,2129679400,,0,0,0.0,0.0,2,0.1135931891738865
4554,,,"LINESTRING (698644.1143545671 5712825.233530048, 698655.0422599743 5712809.905112213)",service,,0,,18.798,,,False,82124339,,parking,,820627037,820627038,,0,0,0.0,0.0,0,0.0
4555,,,"LINESTRING (698644.1143545671 5712825.233530048, 698602.4898669457 5712883.633736935)",service,,0,,71.613,,,False,82124339,,parking,,820627037,820627035,,1,0,0.05504821421033018,0.0,1,0.0699585994166556
4556,,,"LINESTRING (698644.1143545671 5712825.233530048, 698620.1310786849 5712811.265849647, 698611.5857360773 5712809.917865568, 698604.1981259234 5712812.880058663, 698591.8600967749 5712837.796533116)",service,,0,,72.014,,,False,68028605,,parking,,820627037,2129679400,,0,0,0.0,0.0,2,0.11073943519893513
4557,,,"LINESTRING (698655.0422599743 5712809.905112213, 698644.1143545671 5712825.233530048)",service,,0,,18.798,,,False,82124339,,parking,,820627038,820627037,,0,0,0.0,0.0,0,0.0
4558,,,"LINESTRING (699381.8151286506 5712903.123092623, 699361.6552400665 5712910.670950458)",footway,,0,,21.465,,,False,293088165,,,yes,2966431601,3858588811,,0,0,0.0,0.0,1,0.09633247560499912
4559,,,"LINESTRING (699381.8151286506 5712903.123092623, 699403.617416474 5712895.138796453, 699436.9474727261 5712885.069049908, 699439.3726591467 5712884.329268292)",footway,,0,,60.392999999999994,,,False,"[428972995, 293088165]",,,yes,2966431601,4293759879,,0,0,0.0,0.0,0,0.0
4560,,,"LINESTRING (698502.9294042909 5712374.772472979, 698516.0413761127 5712382.267470505, 698522.4937648742 5712370.56071459, 698523.8316051012 5712366.370532961)","['unclassified', 'service']",,0,,32.808,20 mph,North Gower Street,False,"[26832233, 4257235]",,,,294602358,294594529,,1,0,0.06700079338199631,0.0,6,0.2390425092173669
4561,,,"LINESTRING (698755.1265395272 5712765.499249523, 698800.7881167027 5712796.24085354)",residential,,0,,54.906,20 mph,Polygon Road,False,8096707,,,,820627070,1684437717,,0,0,0.0,0.0,0,0.0
4562,,,"LINESTRING (698755.1265395272 5712765.499249523, 698753.6245286212 5712764.482746086, 698746.3159680744 5712759.575162469, 698737.9118687165 5712753.911997844)",residential,,0,,20.698,20 mph,Polygon Road,False,"[404745888, 8096707, 404745887]",,,,820627070,27554795,,0,24,0.0,0.2282964455354008,2,0.1544069897381239
4563,,,"LINESTRING (698755.1265395272 5712765.499249523, 698759.0327531577 5712760.106944698, 698823.4478450693 5712682.92513555)",service,,0,,107.016,,,False,68028609,,,,820627070,11009818,,1,0,0.05037920738670144,0.0,0,0.0
4564,,,"LINESTRING (698014.6814905349 5712124.208914719, 698010.7505252494 5712182.025380348, 697989.4519578349 5712181.193993649)",service,,0,,79.158,,,False,672994215,,driveway,,6302353034,6307210478,,0,0,0.0,0.0,0,0.0
4565,,,"LINESTRING (699624.5055242486 5712788.487998661, 699622.3165840759 5712822.042038392)",footway,,0,,33.603,,Bravingtons Walk,False,36771810,,,,2576893641,427539156,,1,0,0.0665613688746836,0.0,0,0.0
4566,,,"LINESTRING (699624.5055242486 5712788.487998661, 699625.3980498352 5712781.340764097)",footway,,0,,7.198,,Bravingtons Walk,False,36771810,,,,2576893641,427539150,,1,0,0.11212064235132303,0.0,0,0.0
4567,,,"LINESTRING (699624.5055242486 5712788.487998661, 699594.0995033106 5712784.763483617)",footway,,0,,30.534,,,False,545679483,,,,2576893641,5273685137,,2,0,0.10833638442780194,0.0,1,0.08686667882277213
4568,,,"LINESTRING (699624.5055242486 5712788.487998661, 699673.6300360591 5712795.544216219, 699678.79106134 5712795.881046105)",footway,,0,,54.623000000000005,,,False,545679483,,,,2576893641,5273685112,,4,0,0.13629596110118994,0.0,0,0.0
4569,,,"LINESTRING (698864.9934006112 5711058.395667781, 698864.6721929145 5711062.514278168)",pedestrian,,0,,4.128,,Dean Street,False,33722369,,,,6313625295,6313625296,,0,0,0.0,0.0,0,0.0
4570,no,,"LINESTRING (698864.9934006112 5711058.395667781, 698867.1087525683 5711056.184697912, 698879.7737956836 5711028.720315715)",service,,0,,33.267,,Dean Street,False,669017520,,,,6313625295,6313627510,,2,0,0.10578854306513734,0.0,0,0.0
4571,no,,"LINESTRING (698864.9934006112 5711058.395667781, 698860.4783519836 5711058.018284563, 698826.8511594877 5711044.563061108)",service,,0,,40.628,,Fareham Street,False,669017522,,,,6313625295,6264884981,,0,21,0.0,0.1809224700634152,0,0.0
4572,,,"LINESTRING (698864.6721929145 5711062.514278168, 698864.9934006112 5711058.395667781)",pedestrian,,0,,4.128,,Dean Street,False,33722369,,,,6313625296,6313625295,,0,0,0.0,0.0,0,0.0
4573,,,"LINESTRING (698864.6721929145 5711062.514278168, 698848.4274661824 5711107.576948191, 698844.6965178087 5711117.508190746)",pedestrian,,0,,58.458,,Dean Street,False,33722369,,,,6313625296,21665586,,1,0,0.05774147429384261,0.0,0,0.0
4574,,,"LINESTRING (698864.6721929145 5711062.514278168, 698869.7367224926 5711059.86212637, 698881.2341099397 5711032.763991407, 698880.4326913578 5711027.153791179)",footway,,0,,40.772999999999996,,Dean Street,False,674171124,,,,6313625296,1089052858,,2,0,0.10017443329591977,0.0,0,0.0
4575,,yes,"LINESTRING (698712.2774937872 5712696.818893675, 698709.6696438325 5712689.990979803, 698709.5745578698 5712684.26369869, 698711.343782843 5712677.752043565, 698710.9097080156 5712674.472386641, 698708.1676007116 5712671.425223657, 698608.0084377662 5712602.961686413, 698605.5733198029 5712601.118084933, 698602.9750284986 5712600.426166789, 698599.2913884858 5712599.958996929, 698589.8106054281 5712602.093198794, 698587.4582386052 5712602.92531941, 698585.418160772 5712605.005687507, 698567.8540586953 5712626.978323372, 698565.8131273951 5712629.080935494, 698563.450390009 5712629.82357778, 698560.1233717983 5712630.005109512, 698557.3343395792 5712629.572993617, 698554.412329009 5712628.634584755)",service,,0,,215.36699999999993,,,False,110657027,,,,820627225,2275353876,,0,0,0.0,0.0,0,0.0
4576,,,"LINESTRING (698974.9050476549 5712416.505365114, 698972.26958282 5712420.47751589)",footway,,0,,4.76,,,False,314895565,,,,6052188909,294659411,,0,0,0.0,0.0,1,0.17121266447924385
4577,,,"LINESTRING (698612.389295281 5711176.524367131, 698632.5531302446 5711183.560567507)",unclassified,,0,,21.292,,Eastcastle Street,False,4256302,,,,9521006,333722500,,1,0,0.07598975752986871,0.0,1,0.09657237901467226
4578,,,"LINESTRING (698612.389295281 5711176.524367131, 698581.6375863251 5711166.824540403)",unclassified,,0,,32.146,,Eastcastle Street,False,234239649,,,,9521006,271949877,,0,52,0.0,0.2475104184965707,3,0.17125926625494145
4579,,,"LINESTRING (698612.389295281 5711176.524367131, 698605.4945987405 5711190.797161096, 698600.5423456879 5711198.398015293)",unclassified,,0,,24.894,,Wells Street,False,615664503,,,,9521006,1685938592,,2,52,0.11489697365042713,0.26629123431300405,1,0.09212711463941796
4580,,,"LINESTRING (698612.389295281 5711176.524367131, 698652.6441798623 5711086.690712488, 698657.6262599131 5711077.977538726)",unclassified,,0,,108.366,,Wells Street,False,670565232,,,,9521006,9521029,,0,0,0.0,0.0,1,0.06385555346078077
4581,,,"LINESTRING (698712.1143069954 5711210.538689389, 698670.805713904 5711197.396075276)",unclassified,,0,,43.216,,Eastcastle Street,False,30279887,,,,9521011,496812960,,0,0,0.0,0.0,0,0.0
4582,,,"LINESTRING (698712.1143069954 5711210.538689389, 698751.37954658 5711222.811006554)",unclassified,,0,,41.012,,Eastcastle Street,False,30279887,,,,9521011,255578,,1,0,0.06310656621722645,0.0,0,0.0
4583,,,"LINESTRING (698712.1143069954 5711210.538689389, 698715.4508666687 5711203.041686622, 698722.3840958352 5711188.325120177, 698726.7337560786 5711179.086154531)",service,,0,,34.650000000000006,,Berners Place,False,"[430876288, 430876286, 30279583]",,,yes,9521011,4301399715,,0,165,0.0,0.3121901733073917,0,0.0
4584,,,"LINESTRING (698712.1143069954 5711210.538689389, 698707.952465063 5711216.934386203, 698703.9796248027 5711226.132444758, 698694.0674014252 5711249.863308813)",service,,0,,43.322,,Berners Mews,False,"[59287906, 430876285, 78201726]",,,,9521011,4303454977,,0,0,0.0,0.0,0,0.0
4585,,,"LINESTRING (698574.0089756739 5711236.24391056, 698600.5423456879 5711198.398015293)",unclassified,,0,,46.155,,Wells Street,False,615664503,,,,9521018,1685938592,,3,0,0.12243061794056072,0.0,0,0.0
4586,,,"LINESTRING (698574.0089756739 5711236.24391056, 698571.1844917698 5711238.8281076)",unclassified,,0,,3.821,,Wells Street,False,615664503,,,,9521018,333722501,,0,0,0.0,0.0,0,0.0
4587,,,"LINESTRING (698574.0089756739 5711236.24391056, 698569.4117278579 5711232.645466832, 698542.1789579312 5711223.039034653)",unclassified,,0,,34.614,,Margaret Street,False,30279890,,,,9521018,1685938596,,1,0,0.06602484398899361,0.0,0,0.0
4588,,,"LINESTRING (698754.0896696529 5711022.014210816, 698778.0469955503 5710979.046184975)",tertiary,,0,,49.137,30 mph,Wardour Street,False,241929531,,,,9521022,9791153,,3,0,0.12051291410887335,0.0,1,0.07657754936848046
4589,,,"LINESTRING (698754.0896696529 5711022.014210816, 698758.2980322422 5711023.481878143, 698778.0611887835 5711033.487191346)",unclassified,,0,,26.531999999999996,,Hollen Street,False,4082603,,,,9521022,4712556848,,1,0,0.07115073727073656,0.0,1,0.09042265945094156
4590,,,"LINESTRING (698754.0896696529 5711022.014210816, 698705.5899367223 5710997.131541549, 698703.0151954244 5710995.816972245)",tertiary,,0,,57.241,30 mph,Noel Street,False,4395792,,,,9521022,1906612406,,14,0,0.22673742151576234,0.0,1,0.07375472109009233
4591,,,"LINESTRING (698754.0896696529 5711022.014210816, 698726.4845802805 5711076.17518846, 698724.2643758785 5711078.404376605, 698721.9778091982 5711083.392517942, 698719.2499447751 5711090.601570349)",tertiary,,0,,77.04599999999999,30 mph,Wardour Street,False,232724478,,,,9521022,108062,,7,0,0.162409939605303,0.0,1,0.06880012409193631
4592,,,"LINESTRING (698657.6262599131 5711077.977538726, 698663.6981670234 5711067.514257327, 698701.0922187795 5710999.149068399)",unclassified,,0,,89.916,30 mph,Berwick Street,False,4082607,,,,9521029,2494845032,,7,0,0.1569132175916424,0.0,0,0.0
4593,,,"LINESTRING (698657.6262599131 5711077.977538726, 698664.0102324446 5711079.240788918, 698704.9503535666 5711087.625221591, 698708.7997825728 5711088.499760066, 698719.2499447751 5711090.601570349)",primary,,0,2,62.704,30 mph,Oxford Street,False,232724479,A40,,,9521029,108062,,1,0,0.05678273414681272,0.0,0,0.0
4594,,,"LINESTRING (698657.6262599131 5711077.977538726, 698646.7286635196 5711075.591095318, 698619.9762064021 5711070.201095497)",primary,,0,2,38.323,30 mph,Oxford Street,False,232724480,A40,,,9521029,271949991,,0,0,0.0,0.0,4,0.18957241321136167
4595,,,"LINESTRING (698657.6262599131 5711077.977538726, 698652.6441798623 5711086.690712488, 698612.389295281 5711176.524367131)",unclassified,,0,,108.366,,Wells Street,False,670565232,,,,9521029,9521006,,0,0,0.0,0.0,1,0.06385555346078077
4596,,,"LINESTRING (698595.5020355022 5711065.000624668, 698549.1816303441 5711055.972293179)",primary,,0,2,47.041,30 mph,Oxford Street,False,104867630,A40,,,9521031,383974166,,0,0,0.0,0.0,4,0.17976858240356833
4597,,,"LINESTRING (698595.5020355022 5711065.000624668, 698619.9762064021 5711070.201095497)",primary,,0,2,24.941,30 mph,Oxford Street,False,232724480,A40,,,9521031,271949991,,0,0,0.0,0.0,2,0.14593669208904891
4598,,,"LINESTRING (698583.5320551577 5711383.791522918, 698529.8530188987 5711458.323739458)",footway,,0,,91.718,,Fitzroy Place,False,278176337,,,,9521033,2825972763,,0,0,0.0,0.0,0,0.0
4599,,,"LINESTRING (698583.5320551577 5711383.791522918, 698588.4653386958 5711377.203230013, 698666.4157046338 5711204.829586001, 698670.805713904 5711197.396075276)",unclassified,,0,,205.827,,Berners Street,False,30279886,,,,9521033,496812960,,1,54,0.04424131899149589,0.16403191404487574,25,0.264280077275763
4600,,,"LINESTRING (698583.5320551577 5711383.791522918, 698593.1395859416 5711389.657259789, 698620.5021235938 5711408.700693526)",primary,,0,,44.480999999999995,30 mph,Mortimer Street,False,509518151,A5204,,,9521033,333722489,,5,0,0.15973762219538215,0.0,0,0.0
4601,,,"LINESTRING (698583.5320551577 5711383.791522918, 698573.8123421529 5711377.063999039, 698569.968981643 5711374.619713735, 698530.7314811378 5711349.588814925)",primary,,0,,62.754999999999995,30 mph,Mortimer Street,False,615664502,A5204,,,9521033,25495421,,1,0,0.056771797857672925,0.0,2,0.11435351294405699
4602,,,"LINESTRING (698480.9609283096 5711316.585351976, 698443.3483651173 5711346.43760686)",unclassified,,0,,47.916,,Wells Street,False,4256421,,,,9521034,25503800,,1,0,0.06063835062284555,0.0,0,0.0
4603,,,"LINESTRING (698480.9609283096 5711316.585351976, 698530.7314811378 5711349.588814925)",primary,,0,,59.567,30 mph,Mortimer Street,False,615664502,A5204,,,9521034,25495421,,0,0,0.0,0.0,0,0.0
4604,,,"LINESTRING (698480.9609283096 5711316.585351976, 698514.6290497264 5711287.414165815)",unclassified,,0,,44.457,,Wells Street,False,615664503,,,,9521034,25503799,,0,0,0.0,0.0,0,0.0
4605,,,"LINESTRING (698480.9609283096 5711316.585351976, 698416.6623529191 5711293.904544869, 698414.0763602341 5711293.23552059)",primary,,0,,70.63799999999999,30 mph,Mortimer Street,False,55026151,A5204,,,9521034,692129358,,4,14,0.12822249764561466,0.1383620570452541,4,0.16295290369854154
4606,,,"LINESTRING (698804.2348036931 5711107.916464488, 698802.2340312399 5711107.381527833)",primary,,0,2,2.065,30 mph,Oxford Street,False,233334612,A40,,,9521035,2249185407,,0,0,0.0,0.0,0,0.0
4607,,,"LINESTRING (698804.2348036931 5711107.916464488, 698800.3762506907 5711114.368521141, 698776.4747192492 5711167.093130943)",unclassified,,0,,65.338,,Newman Street,False,4256398,,,,9521035,5758343877,,1,0,0.05623429251767207,0.0,0,0.0
4608,,,"LINESTRING (698804.2348036931 5711107.916464488, 698812.0563235027 5711109.548016548, 698844.6965178087 5711117.508190746)",primary,,0,,41.455,30 mph,Oxford Street,False,93773949,A40,,,9521035,21665586,,0,0,0.0,0.0,0,0.0
4609,no,,"LINESTRING (698804.2348036931 5711107.916464488, 698806.9728439819 5711102.578579344, 698823.0336277429 5711056.172356336)",service,,0,,55.056,,Great Chapel Street,False,628701125,,,,9521035,21665938,,0,21,0.0,0.16755091462918195,0,0.0
4610,,,"LINESTRING (699438.0261429125 5712638.639961149, 699433.9882099719 5712644.004344751)",footway,,0,,6.704,,,False,391879690,,,yes,3951413133,4280926041,,0,0,0.0,0.0,0,0.0
4611,,,"LINESTRING (699433.584061316 5712644.567494301, 699433.9882099719 5712644.004344751)",footway,,0,,0.692,,,False,391879690,,,yes,3951413134,4280926041,,0,0,0.0,0.0,0,0.0
4612,,,"LINESTRING (699433.584061316 5712644.567494301, 699428.8106874076 5712650.97196212)",footway,,0,,7.976,,,False,391879690,,,yes,3951413134,3951413138,,0,0,0.0,0.0,0,0.0
4613,,,"LINESTRING (699433.584061316 5712644.567494301, 699440.4510563661 5712649.213752158, 699444.4205981581 5712652.476637467)","['steps', 'footway']",,0,,13.396999999999998,,,False,"[391879682, 428963119]",,,yes,3951413134,3951413139,,0,0,0.0,0.0,0,0.0
4614,,,"LINESTRING (699455.7669028237 5712651.308211221, 699451.2829465236 5712656.710717877)",footway,,0,,7.01,,,False,391879692,,,yes,3951413137,3951413142,,0,0,0.0,0.0,4,0.33453976810915503
4615,,,"LINESTRING (699428.8106874076 5712650.97196212, 699433.584061316 5712644.567494301)",footway,,0,,7.976,,,False,391879690,,,yes,3951413138,3951413134,,0,0,0.0,0.0,0,0.0
4616,,,"LINESTRING (699029.2038770058 5711443.346200624, 699059.0212817625 5711401.901019676)",secondary,,0,,50.983,20 mph,Bedford Square,False,675079826,B506,,,107848,764870861,,0,0,0.0,0.0,0,0.0
4617,permissive,,"LINESTRING (699029.2038770058 5711443.346200624, 699025.531207865 5711440.629866322, 698994.0685944882 5711415.811127258, 698993.405989842 5711414.638199976, 698993.2698061649 5711412.97369414, 698993.5554389411 5711411.359138307, 698994.3202058692 5711409.395908599, 699039.886191522 5711338.391549433, 699069.2395445103 5711296.571857412, 699072.2562645625 5711292.458787654)","['residential', 'unclassified', 'secondary']",,0,,191.66299999999998,20 mph,"['Bayley Street', 'Morwell Street']",False,"[368203568, 4253386, 4253395]",B506,,,107848,14791190,,1,108,0.044837882366848006,0.1946200435705388,0,0.0
4618,,,"LINESTRING (699029.2038770058 5711443.346200624, 699034.6489190244 5711447.457172052, 699079.4635520978 5711480.416662113)",secondary,,0,,62.3,20 mph,Bedford Square,False,"[129148997, 690371462]",B506,,,107848,764870843,,1,28,0.05686982749468866,0.177177274536719,0,0.0
4619,,,"LINESTRING (699420.1253794206 5712654.238319682, 699414.2597684563 5712664.575197153)",footway,,0,,11.871,,,False,391879666,,,,3951413141,4293513892,,0,0,0.0,0.0,0,0.0
4620,,,"LINESTRING (699444.4205981581 5712652.476637467, 699445.0632146806 5712651.677887267, 699440.8279035416 5712648.638394081, 699433.9882099719 5712644.004344751)",footway,,0,,14.465,,,False,"[428963121, 391879669]",,,yes,3951413139,4280926041,,0,0,0.0,0.0,0,0.0
4621,,,"LINESTRING (699444.4205981581 5712652.476637467, 699435.9970108013 5712663.570327627, 699430.8566645875 5712669.592893102, 699427.7755762991 5712675.529406267)",footway,,0,,28.494,,,False,"[391879669, 429052446]",,,yes,3951413139,3951413149,,0,0,0.0,0.0,0,0.0
4622,,,"LINESTRING (699444.4205981581 5712652.476637467, 699440.4510563661 5712649.213752158, 699433.584061316 5712644.567494301)","['steps', 'footway']",,0,,13.396999999999998,,,False,"[391879682, 428963119]",,,yes,3951413139,3951413134,,0,0,0.0,0.0,0,0.0
4623,,,"LINESTRING (699444.4205981581 5712652.476637467, 699449.491576135 5712655.459914328, 699451.2829465236 5712656.710717877)","['steps', 'footway']",,0,,8.047,,,False,"[428963120, 205619927]",,,yes,3951413139,3951413142,,0,0,0.0,0.0,4,0.3160476336936571
4624,,,"LINESTRING (699451.2829465236 5712656.710717877, 699471.8182622513 5712670.903132059)",footway,,0,,24.9,,,False,205619927,,,yes,3951413142,3951413147,,0,0,0.0,0.0,5,0.23812818180872375
4625,,,"LINESTRING (699451.2829465236 5712656.710717877, 699455.7669028237 5712651.308211221)",footway,,0,,7.01,,,False,391879692,,,yes,3951413142,3951413137,,0,0,0.0,0.0,4,0.33453976810915503
4626,,,"LINESTRING (699451.2829465236 5712656.710717877, 699446.5722159815 5712662.404966285)",footway,,0,,7.378,,,False,391879692,,,yes,3951413142,3951413144,,0,0,0.0,0.0,4,0.3274702599812034
4627,,,"LINESTRING (699451.2829465236 5712656.710717877, 699449.491576135 5712655.459914328, 699444.4205981581 5712652.476637467)","['steps', 'footway']",,0,,8.047,,,False,"[428963120, 205619927]",,,yes,3951413142,3951413139,,0,0,0.0,0.0,4,0.3160476336936571
4628,,,"LINESTRING (699393.25213483 5712656.032385224, 699391.3339533014 5712659.420086209)",footway,,0,,3.888,,,False,428980918,,,,3951413146,4281091074,,0,0,0.0,0.0,0,0.0
4629,,,"LINESTRING (699393.25213483 5712656.032385224, 699409.4437376207 5712665.17644986, 699413.2077860133 5712667.306553303)","['steps', 'footway']",,0,,22.858,,,False,"[391879660, 45856733]",,,,3951413146,4281091076,,0,0,0.0,0.0,0,0.0
4630,,,"LINESTRING (699393.25213483 5712656.032385224, 699394.677653132 5712653.516148821, 699398.5916586054 5712655.718948616, 699401.1601136241 5712657.16731723, 699414.2597684563 5712664.575197153)","['steps', 'footway']",,0,,25.317,,,False,"[391879666, 430112613, 430112615]",,,,3951413146,4293513892,,0,0,0.0,0.0,1,0.09167062702177567
4631,,,"LINESTRING (699446.5722159815 5712662.404966285, 699451.2829465236 5712656.710717877)",footway,,0,,7.378,,,False,391879692,,,yes,3951413144,3951413142,,0,0,0.0,0.0,4,0.3274702599812034
4632,,,"LINESTRING (699471.8182622513 5712670.903132059, 699451.2829465236 5712656.710717877)",footway,,0,,24.9,,,False,205619927,,,yes,3951413147,3951413142,,0,0,0.0,0.0,5,0.23812818180872375
4633,,,"LINESTRING (699471.8182622513 5712670.903132059, 699475.2424601803 5712665.6037212)",footway,,0,,6.301,,,False,391879680,,,yes,3951413147,3951413145,,0,0,0.0,0.0,1,0.1507952528238892
4634,,,"LINESTRING (699471.8182622513 5712670.903132059, 699468.8221486424 5712675.384224474)",footway,,0,,5.383,,,False,391879680,,,yes,3951413147,3951413148,,0,0,0.0,0.0,1,0.16172663541710627
4635,,,"LINESTRING (699471.8182622513 5712670.903132059, 699474.2661139509 5712672.591775424, 699487.9397799163 5712681.648204342, 699515.9798052346 5712701.570102456, 699509.6144530764 5712718.780054026, 699507.1279969974 5712723.370257628, 699505.1109170181 5712728.034603804)","['steps', 'footway']",,0,,82.25999999999999,,,False,"[391879661, 205619927, 205619928, 205619929, 391879675]",,,yes,3951413147,3951413152,,4,210,0.12386305851021183,0.2641450395097677,1,0.06779394468502578
4636,,,"LINESTRING (699427.7755762991 5712675.529406267, 699413.2077860133 5712667.306553303)",footway,,0,,16.683,,,False,45856733,,,,3951413149,4281091076,,0,0,0.0,0.0,0,0.0
4637,,,"LINESTRING (699427.7755762991 5712675.529406267, 699445.3398940734 5712685.440239428)",footway,,0,,20.113,,,False,45856733,,,,3951413149,4293753888,,0,0,0.0,0.0,0,0.0
4638,,,"LINESTRING (699427.7755762991 5712675.529406267, 699430.8566645875 5712669.592893102, 699435.9970108013 5712663.570327627, 699444.4205981581 5712652.476637467)",footway,,0,,28.494,,,False,"[391879669, 429052446]",,,yes,3951413149,3951413139,,0,0,0.0,0.0,0,0.0
4639,,,"LINESTRING (699475.2424601803 5712665.6037212, 699471.8182622513 5712670.903132059)",footway,,0,,6.301,,,False,391879680,,,yes,3951413145,3951413147,,0,0,0.0,0.0,1,0.1507952528238892
4640,,,"LINESTRING (699468.8221486424 5712675.384224474, 699471.8182622513 5712670.903132059)",footway,,0,,5.383,,,False,391879680,,,yes,3951413148,3951413147,,0,0,0.0,0.0,1,0.16172663541710627
4641,,,"LINESTRING (699505.1109170181 5712728.034603804, 699507.1279969974 5712723.370257628, 699509.6144530764 5712718.780054026, 699515.9798052346 5712701.570102456, 699487.9397799163 5712681.648204342, 699474.2661139509 5712672.591775424, 699471.8182622513 5712670.903132059)","['steps', 'footway']",,0,,82.26,,,False,"[391879661, 205619927, 205619928, 205619929, 391879675]",,,yes,3951413152,3951413147,,4,210,0.12386305851021183,0.2641450395097677,1,0.06779394468502578
4642,,,"LINESTRING (699385.8653162075 5711372.208806728, 699389.2695098253 5711367.788211316)",unclassified,,0,1,5.571,20 mph,Museum Street,False,4253562,,,,107852,4360435541,,1,0,0.12529546910540862,0.0,2,0.2523784271214613
4643,,,"LINESTRING (699385.8653162075 5711372.208806728, 699343.8345862222 5711345.858998088)",tertiary,,0,2,49.478,20 mph,Great Russell Street,False,31309016,,,,107852,25472654,,3,333,0.12030460871727942,0.32341377621912265,4,0.17750022468476004
4644,,,"LINESTRING (699385.8653162075 5711372.208806728, 699402.9547514112 5711384.249642699)",tertiary,,0,2,20.853,20 mph,Great Russell Street,False,49934757,,,,107852,634568066,,4,0,0.17758056134997868,0.0,3,0.1943902709669282
4645,,,"LINESTRING (698462.9166116642 5712670.262645562, 698465.9589505141 5712637.421249326, 698468.7091902097 5712601.573031926)",trunk,,0,,68.89,30 mph,Hampstead Road,False,"[224187822, 122056182]",A400,,,852019112,2330104936,,0,16,0.0,0.14559900954582805,1,0.07058821179606373
4646,,,"LINESTRING (698462.9166116642 5712670.262645562, 698466.5734863679 5712675.494574994, 698465.3366136089 5712689.175982609)",trunk,,0,,20.101,30 mph,Hampstead Road,False,224187706,A400,,,852019112,2330103378,,0,0,0.0,0.0,0,0.0
4647,,,"LINESTRING (698462.9166116642 5712670.262645562, 698458.1384085005 5712674.162316419, 698456.3379464716 5712694.792360286)",trunk,,0,,26.85,30 mph,Hampstead Road,False,542829553,A400,,,852019112,2330103374,,0,0,0.0,0.0,0,0.0
