,access,bridge,geometry,highway,junction,key,lanes,length,maxspeed,name,oneway,osmid,ref,service,tunnel,u,v,width,poi,crime,poi_std,crime_std,trees,greenness_std
5760,,,"LINESTRING (698866.5458993551 5712194.481855631, 698871.6722352183 5712197.667109381)",footway,,0,,6.02,,,False,131668735,,,,1448828708,1448891831,,0,0,0.0,0.0,1,0.15383227044029654
5761,,,"LINESTRING (698866.5458993551 5712194.481855631, 698861.9900424413 5712191.096266313)",footway,,0,,5.662,,,False,131668735,,,,1448828708,1448891862,,1,0,0.12438676849300342,0.0,0,0.0
5762,,,"LINESTRING (698866.5458993551 5712194.481855631, 698881.0735516606 5712172.780774506, 698932.0934647068 5712098.192563645, 698943.8823704183 5712080.804955953)",unclassified,,0,,137.3,20 mph,Gordon Street,False,4059306,,,,1448828708,6367449791,,1,0,0.047853352412365366,0.0,0,0.0
5763,,,"LINESTRING (698246.372722279 5711001.919156, 698247.3772148071 5710997.014362697, 698248.7538969045 5710989.518469173)",unclassified,,0,,12.619,30 mph,John Prince's Street,False,312319046,,,,3181698963,1684410049,,0,0,0.0,0.0,0,0.0
5764,no,,"LINESTRING (698246.372722279 5711001.919156, 698242.9199045799 5711006.717162611, 698239.4774794043 5711011.782822454, 698230.611437836 5711025.678401089, 698224.921486223 5711036.524527889, 698223.1158076699 5711041.308944438, 698222.3524603874 5711045.37688461, 698222.22591113 5711050.928414394)",service,,0,,55.509,30 mph,John Prince's Street,False,312319047,,bus,,3181698963,1684410075,,0,193,0.0,0.2849762139069318,0,0.0
5765,,,"LINESTRING (698246.372722279 5711001.919156, 698245.9588228171 5711005.755771488, 698245.3763157795 5711008.92882181, 698244.5341387801 5711011.635183301, 698243.4517741142 5711014.265349885, 698240.9662219575 5711019.379527118, 698222.22591113 5711050.928414394)",unclassified,,1,,55.083,30 mph,John Prince's Street,False,"[156155824, 468588924]",,,,3181698963,1684410075,,0,193,0.0,0.2855117381736195,0,0.0
5766,,,"LINESTRING (698127.6326701741 5711934.409971625, 698127.5714294674 5711936.155809923)",footway,,0,,1.746,,,False,569053749,,,yes,5473525749,5473525750,,4,0,0.5422175473936797,0.0,0,0.0
5767,,,"LINESTRING (698127.6326701741 5711934.409971625, 698129.2352574536 5711934.46142872, 698133.2237349474 5711934.60607383, 698134.2640940476 5711934.646708271, 698134.2293533024 5711935.536169355, 698134.1789667885 5711937.004051042, 698134.0035010522 5711941.852155767)","['steps', 'footway']",,0,,13.82,,,False,"[569053730, 569053677, 569053744, 569053747, 569053750]",,,yes,5473525749,5473525150,,4,0,0.20316137160185047,0.0,0,0.0
5768,,,"LINESTRING (698127.6326701741 5711934.409971625, 698125.7184094 5711934.335206925, 698121.6675103075 5711934.188129802, 698120.6267169476 5711934.158616213, 698120.5993485521 5711935.037229945, 698120.5415960322 5711936.515959057, 698120.3769990874 5711941.086107331)","['steps', 'footway']",,0,,13.914000000000001,,,False,"[569053733, 569053742, 569053679, 569053748, 569053750]",,,yes,5473525749,5473525151,,4,0,0.2026860216276779,0.0,0,0.0
5769,,,"LINESTRING (698127.5714294674 5711936.155809923, 698127.6326701741 5711934.409971625)",footway,,0,,1.746,,,False,569053749,,,yes,5473525750,5473525749,,4,0,0.5422175473936797,0.0,0,0.0
5770,,,"LINESTRING (698127.5714294674 5711936.155809923, 698127.1049523713 5711949.522130184, 698127.0115650699 5711952.268883158, 698126.990709034 5711952.980722944)","['steps', 'footway']",,0,,16.825,,,False,"[569053722, 569053739, 569053727]",,,yes,5473525750,5473525509,,4,31,0.19014029618389588,0.2625824513514796,0,0.0
5771,,,"LINESTRING (698127.5714294674 5711936.155809923, 698134.6189945522 5711936.408800381, 698135.441368321 5711935.628049523, 698135.4891371378 5711934.405040537, 698134.3932921601 5711934.362238669, 698129.6345144158 5711934.198641988, 698127.477068825 5711934.125513723)","['steps', 'footway']",,0,,17.375,,,False,"[569053760, 569053753, 569053727]",,,yes,5473525750,5473525790,,4,0,0.1881553404234724,0.0,0,0.0
5772,,,"LINESTRING (698127.5714294674 5711936.155809923, 698120.2048209469 5711935.890368879, 698119.3912294884 5711935.023452057, 698119.4303217963 5711933.844645194, 698120.5539097176 5711933.888527338, 698125.3473661421 5711934.053469917, 698127.477068825 5711934.125513723)","['steps', 'footway']",,1,,17.739,,,False,"[569053760, 569053749, 569053751]",,,yes,5473525750,5473525790,,4,0,0.186895932211068,0.0,0,0.0
5773,,,"LINESTRING (698122.8617894244 5711920.861370317, 698118.5475598245 5711910.559824275)",footway,,0,,11.156,,,False,569053754,,,,5473525780,2414118572,,0,0,0.0,0.0,0,0.0
5774,,,"LINESTRING (698122.8617894244 5711920.861370317, 698119.6157180298 5711922.872556265, 698116.6682025561 5711926.665904448, 698115.4966729882 5711930.517478696, 698115.5544271473 5711955.184252115)",footway,,0,,37.28,,,False,233066715,,,,5473525780,5473525784,,4,0,0.1502686956200526,0.0,0,0.0
5775,,,"LINESTRING (698122.8617894244 5711920.861370317, 698127.0692301232 5711920.379853949, 698132.4183415629 5711921.791379096, 698137.2656806936 5711926.44593245, 698142.0783602798 5711936.789237722)",footway,,0,,27.837,,,False,233066715,,,,5473525780,5473525781,,0,0,0.0,0.0,0,0.0
5776,,,"LINESTRING (698142.0783602798 5711936.789237722, 698146.0351399381 5711949.66021909)",footway,,0,,13.453,,,False,569053755,,,,5473525781,5473525786,,0,0,0.0,0.0,0,0.0
5777,,,"LINESTRING (698142.0783602798 5711936.789237722, 698137.2656806936 5711926.44593245, 698132.4183415629 5711921.791379096, 698127.0692301232 5711920.379853949, 698122.8617894244 5711920.861370317)",footway,,0,,27.837,,,False,233066715,,,,5473525781,5473525780,,0,0,0.0,0.0,0,0.0
5778,,,"LINESTRING (698142.0783602798 5711936.789237722, 698140.1380944602 5711936.668910873, 698137.7864494928 5711936.588192859, 698127.4079995911 5711936.249643878)",footway,,0,,14.633,,,False,"[569053755, 569053756]",,,,5473525781,5473525782,,4,0,0.19921498713600352,0.0,0,0.0
5779,,,"LINESTRING (698127.4079995911 5711936.249643878, 698127.477068825 5711934.125513723)",footway,,0,,2.124,,,False,569053759,,,,5473525782,5473525790,,4,0,0.4808284329039188,0.0,0,0.0
5780,,,"LINESTRING (698127.4079995911 5711936.249643878, 698137.7864494928 5711936.588192859, 698140.1380944602 5711936.668910873, 698142.0783602798 5711936.789237722)",footway,,0,,14.633000000000001,,,False,"[569053755, 569053756]",,,,5473525782,5473525781,,4,0,0.19921498713600352,0.0,0,0.0
5781,,,"LINESTRING (698127.4079995911 5711936.249643878, 698126.9484952699 5711949.081745702, 698126.8646736932 5711951.405733758, 698126.8051820621 5711952.928935925)",footway,,0,,16.679000000000002,,,False,"[569053758, 569053759]",,,,5473525782,5473525788,,4,31,0.19068472445020704,0.2633343030716155,0,0.0
5782,,,"LINESTRING (698115.5544271473 5711955.184252115, 698126.8051820621 5711952.928935925)",footway,,0,,11.439,,,False,569053757,,,,5473525784,5473525788,,4,31,0.21727647469005607,0.3000573286682132,0,0.0
5783,,,"LINESTRING (698115.5544271473 5711955.184252115, 698115.4966729882 5711930.517478696, 698116.6682025561 5711926.665904448, 698119.6157180298 5711922.872556265, 698122.8617894244 5711920.861370317)",footway,,0,,37.279999999999994,,,False,233066715,,,,5473525784,5473525780,,4,0,0.1502686956200526,0.0,0,0.0
5784,,,"LINESTRING (698115.5544271473 5711955.184252115, 698112.9153879446 5711955.170267523, 698104.3532508287 5711955.103132265)",footway,,0,,11.166,,,False,"[622157224, 587007399]",,,,5473525784,2177842860,,0,0,0.0,0.0,0,0.0
5785,,,"LINESTRING (698115.5544271473 5711955.184252115, 698116.0448994371 5711958.63305607, 698116.4547835866 5711961.477410721)",footway,,0,,6.353,,,False,"[207528109, 622157223]",,,,5473525784,2177839903,,0,0,0.0,0.0,0,0.0
5786,,,"LINESTRING (698146.0351399381 5711949.66021909, 698142.0783602798 5711936.789237722)",footway,,0,,13.453,,,False,569053755,,,,5473525786,5473525781,,0,0,0.0,0.0,0,0.0
5787,,,"LINESTRING (698146.0351399381 5711949.66021909, 698126.8051820621 5711952.928935925)",footway,,0,,19.445,,,False,569053758,,,,5473525786,5473525788,,4,31,0.18149966857383465,0.2506498035929487,0,0.0
5788,,,"LINESTRING (698146.0351399381 5711949.66021909, 698146.5741296856 5711953.289085992, 698147.2318549681 5711957.434811409)",footway,,0,,7.859999999999999,,,False,"[207527809, 622157230]",,,,5473525786,293810475,,0,0,0.0,0.0,0,0.0
5789,,,"LINESTRING (698146.0351399381 5711949.66021909, 698151.6362427803 5711948.709806288, 698154.7521659387 5711948.07432528)",footway,,0,,8.833,,,False,"[569053758, 622157231]",,,,5473525786,2095079012,,0,0,0.0,0.0,0,0.0
5790,,,"LINESTRING (698126.8051820621 5711952.928935925, 698115.5544271473 5711955.184252115)",footway,,0,,11.439,,,False,569053757,,,,5473525788,5473525784,,4,31,0.21727647469005607,0.3000573286682132,0,0.0
5791,,,"LINESTRING (698126.8051820621 5711952.928935925, 698146.0351399381 5711949.66021909)",footway,,0,,19.445,,,False,569053758,,,,5473525788,5473525786,,4,31,0.18149966857383465,0.2506498035929487,0,0.0
5792,,,"LINESTRING (698126.8051820621 5711952.928935925, 698126.8646736932 5711951.405733758, 698126.9484952699 5711949.081745702, 698127.4079995911 5711936.249643878)",footway,,0,,16.679000000000002,,,False,"[569053758, 569053759]",,,,5473525788,5473525782,,4,31,0.19068472445020704,0.2633343030716155,0,0.0
5793,,,"LINESTRING (698127.477068825 5711934.125513723, 698127.4079995911 5711936.249643878)",footway,,0,,2.124,,,False,569053759,,,,5473525790,5473525782,,4,0,0.4808284329039188,0.0,0,0.0
5794,,,"LINESTRING (698127.477068825 5711934.125513723, 698129.6345144158 5711934.198641988, 698134.3932921601 5711934.362238669, 698135.4891371378 5711934.405040537, 698135.441368321 5711935.628049523, 698134.6189945522 5711936.408800381, 698127.5714294674 5711936.155809923)","['steps', 'footway']",,0,,17.375,,,False,"[569053760, 569053753, 569053727]",,,yes,5473525790,5473525750,,4,0,0.1881553404234724,0.0,0,0.0
5795,,,"LINESTRING (698127.477068825 5711934.125513723, 698125.3473661421 5711934.053469917, 698120.5539097176 5711933.888527338, 698119.4303217963 5711933.844645194, 698119.3912294884 5711935.023452057, 698120.2048209469 5711935.890368879, 698127.5714294674 5711936.155809923)","['steps', 'footway']",,1,,17.739,,,False,"[569053760, 569053749, 569053751]",,,yes,5473525790,5473525750,,4,0,0.186895932211068,0.0,0,0.0
5796,,,"LINESTRING (699504.0492598385 5711949.058710554, 699496.6427164412 5711946.273096717)",footway,,0,,7.889,,,False,650112520,,,,6100607022,4360514496,,0,25,0.0,0.3254639218429212,2,0.21747579873157089
5797,,,"LINESTRING (698556.2756870722 5711518.241057544, 698575.417455028 5711491.541770732)",tertiary,,0,,32.805,30 mph,Cleveland Street,False,14200879,,,,4307345495,107317,,2,0,0.1061964217445754,0.0,0,0.0
5798,,,"LINESTRING (698556.2756870722 5711518.241057544, 698561.3122369645 5711521.968053083)",service,,0,,6.25,,,False,431526125,,driveway,,4307345495,4307345498,,1,0,0.11907589511858388,0.0,0,0.0
5799,,,"LINESTRING (698556.2756870722 5711518.241057544, 698554.196098767 5711521.143924454, 698550.2897324781 5711526.525278479)",tertiary,,0,,10.206,30 mph,Cleveland Street,False,14200879,,,,4307345495,25495448,,0,0,0.0,0.0,0,0.0
5800,,,"LINESTRING (698561.3122369645 5711521.968053083, 698556.2756870722 5711518.241057544)",service,,0,,6.25,,,False,431526125,,driveway,,4307345498,4307345495,,1,0,0.11907589511858388,0.0,0,0.0
5801,,,"LINESTRING (699649.6253693601 5712113.588545116, 699634.4057199381 5712107.243651804)",footway,,0,,16.441,,,False,30341276,,,,442510491,334630979,,0,0,0.0,0.0,7,0.3145867279038045
5802,,,"LINESTRING (699649.6253693601 5712113.588545116, 699647.9133330578 5712117.730357829)",footway,,0,,4.477,,,False,37725952,,,,442510491,2878857522,,0,0,0.0,0.0,2,0.2794050123558831
5803,,,"LINESTRING (699649.6253693601 5712113.588545116, 699668.670092346 5712119.638632983, 699684.4704302475 5712103.290184744, 699699.7641046346 5712068.75991937, 699707.8514263369 5712045.248452509, 699700.9076872844 5712042.358255236)",footway,,0,,112.68399999999998,,,False,30341276,,,,442510491,334630623,,1,0,0.04983487417014277,0.0,13,0.24113186277239015
5804,,,"LINESTRING (698973.7907949927 5712271.390298026, 698985.2306367356 5712278.653906104)",unclassified,,0,,13.516,20 mph,Endsleigh Gardens,False,4059308,,,,4837662846,107988,,0,0,0.0,0.0,0,0.0
5805,,,"LINESTRING (698973.7907949927 5712271.390298026, 698956.7999939279 5712260.612919114)",unclassified,,0,,20.068,20 mph,Endsleigh Gardens,False,4059308,,,,4837662846,25472383,,0,82,0.0,0.3164329694928825,0,0.0
5806,,,"LINESTRING (698973.7907949927 5712271.390298026, 698971.0853498367 5712275.905339919, 698952.0212587274 5712307.360965281, 698951.2627976085 5712308.81221664, 698944.5013417357 5712304.994835256)",footway,,0,,51.372,,,False,"[491691716, 491691717]",,,,4837662846,1577595205,,0,0,0.0,0.0,0,0.0
5807,,,"LINESTRING (698296.2431838434 5710999.948168601, 698299.0224120129 5711004.2102166)",footway,,0,,5.08,,,False,622158399,,,,3693305990,107333,,0,0,0.0,0.0,0,0.0
5808,,,"LINESTRING (698296.2431838434 5710999.948168601, 698293.3395335196 5710995.491961475)",footway,,0,,5.311,,,False,622158399,,,,3693305990,2047806082,,0,0,0.0,0.0,0,0.0
5809,,,"LINESTRING (698296.2431838434 5710999.948168601, 698291.7547046689 5711002.623386021)",footway,,0,,5.212,,,False,622158403,,,,3693305990,25496587,,0,0,0.0,0.0,0,0.0
5810,,,"LINESTRING (698296.2431838434 5710999.948168601, 698300.6609942155 5710997.303598854)",footway,,0,,5.136,,,False,622158403,,,,3693305990,2198870645,,0,0,0.0,0.0,0,0.0
5811,,,"LINESTRING (699636.6329864544 5711708.382113451, 699651.1542597897 5711684.667189623)",residential,,0,,27.772,20 mph,Queen Square,False,26789063,,,,11767208,107860,,0,0,0.0,0.0,4,0.2072016571205377
5812,,,"LINESTRING (699636.6329864544 5711708.382113451, 699601.815372575 5711686.667694498, 699573.925791844 5711662.776274391)",pedestrian,,0,,77.56700000000001,,Cosmo Place,False,2661843,,,,11767208,11767206,,3,91,0.10810821745802313,0.2261433371385081,2,0.10887936361851654
5813,,,"LINESTRING (699636.6329864544 5711708.382113451, 699634.335731304 5711712.211385084, 699620.4629106754 5711735.339415221, 699605.3202782507 5711761.435214843)",residential,,0,,61.53,20 mph,Queen Square,False,26789063,,,,11767208,1110129873,,2,0,0.09040329094031814,0.0,10,0.25076554857540384
5814,,,"LINESTRING (699419.2200039329 5712678.500207968, 699446.9879292134 5712693.867754607)",footway,,0,,31.65,,,False,428980918,,,,4283162882,4293753989,,0,0,0.0,0.0,0,0.0
5815,,,"LINESTRING (699419.2200039329 5712678.500207968, 699394.9340693128 5712664.483480512)",footway,,0,,27.965,,,False,428980918,,,,4283162882,4283266575,,0,0,0.0,0.0,0,0.0
5816,,,"LINESTRING (699419.2200039329 5712678.500207968, 699417.9908376429 5712680.968481508, 699417.3273645345 5712681.944581311, 699415.5630502503 5712685.30491761, 699414.1738909521 5712687.956203094, 699412.9950807178 5712690.203749173, 699412.2968161802 5712691.534814977, 699411.147932204 5712693.72786098, 699410.4427338229 5712695.058654352, 699409.2938513096 5712697.251700746, 699406.762752214 5712702.096307414, 699401.6107936441 5712711.949025864)","['steps', 'footway']",,0,,37.766,,,False,"[483759556, 483759559, 483759562, 483759566, 483759569, 483759570, 483759572, 483759547, 429189630, 483759551]",,,,4283162882,4765029921,2.3,0,0,0.0,0.0,0,0.0
5817,,,"LINESTRING (699512.7787816272 5712797.943861194, 699500.1073400778 5712798.024416408)",footway,,0,,12.63,,,False,27156407,,,,444948758,1270410848,,0,0,0.0,0.0,0,0.0
5818,,,"LINESTRING (699512.7787816272 5712797.943861194, 699528.3155251127 5712797.942662122)",footway,,0,,15.486,,King's Cross Station Concourse,False,45856220,,,,444948758,1270410847,,0,0,0.0,0.0,0,0.0
5819,,,"LINESTRING (699512.7787816272 5712797.943861194, 699512.1715531722 5712812.496259393)",footway,,0,,14.555,,King's Cross Station Concourse,False,45856587,,,,444948758,822202765,,0,0,0.0,0.0,0,0.0
5820,,,"LINESTRING (699512.7787816272 5712797.943861194, 699512.7906185924 5712793.935569617, 699510.6144920969 5712790.108453232, 699510.9502021201 5712784.576212824)",footway,,0,,13.941,,King's Cross Station Concourse,False,45856587,,,,444948758,583587306,,2,0,0.1382621902508851,0.0,0,0.0
5821,,,"LINESTRING (699612.2710298253 5712096.573386493, 699581.9943256944 5712104.991922596)",footway,,0,,31.331,,,False,74863702,,,,2878857519,109348,,0,0,0.0,0.0,8,0.2733835820149846
5822,,,"LINESTRING (699612.2710298253 5712096.573386493, 699620.9908734853 5712107.283623329, 699647.9133330578 5712117.730357829)",footway,,0,,42.578,,,False,284126430,,,,2878857519,2878857522,,0,0,0.0,0.0,13,0.3023879108904423
5823,,,"LINESTRING (699612.2710298253 5712096.573386493, 699609.6854568386 5712079.490103835, 699611.2261922235 5712065.932097032, 699614.757453985 5712052.452420047)",footway,,0,,44.825,,,False,284126430,,,,2878857519,2878857515,,0,0,0.0,0.0,11,0.2809823416053419
5824,,,"LINESTRING (699614.757453985 5712052.452420047, 699601.889319692 5712045.832705627)",footway,,0,,14.431,,,False,438318127,,,,2878857515,298347055,,0,0,0.0,0.0,10,0.3789964213049013
5825,,,"LINESTRING (699614.757453985 5712052.452420047, 699619.4295962359 5712054.640655576, 699621.9693264954 5712055.94322744)",footway,,0,,7.99,,,False,37725943,,,,2878857515,334630629,,0,0,0.0,0.0,3,0.273012081859353
5826,,,"LINESTRING (699614.757453985 5712052.452420047, 699611.2261922235 5712065.932097032, 699609.6854568386 5712079.490103835, 699612.2710298253 5712096.573386493)",footway,,0,,44.825,,,False,284126430,,,,2878857515,2878857519,,0,0,0.0,0.0,11,0.2809823416053419
5827,,,"LINESTRING (699647.9133330578 5712117.730357829, 699643.3469159356 5712128.741748674)",footway,,0,,11.909,,,False,37725952,,,,2878857522,442510493,,0,0,0.0,0.0,4,0.2721244269413713
5828,,,"LINESTRING (699647.9133330578 5712117.730357829, 699649.6253693601 5712113.588545116)",footway,,0,,4.477,,,False,37725952,,,,2878857522,442510491,,0,0,0.0,0.0,2,0.2794050123558831
5829,,,"LINESTRING (699647.9133330578 5712117.730357829, 699620.9908734853 5712107.283623329, 699612.2710298253 5712096.573386493)",footway,,0,,42.578,,,False,284126430,,,,2878857522,2878857519,,0,0,0.0,0.0,13,0.3023879108904423
5830,,,"LINESTRING (699462.1564733167 5712941.626310933, 699465.6765859958 5712940.417379655)",footway,,0,,3.711,,,False,45855338,,,,444948786,583576113,,0,0,0.0,0.0,0,0.0
5831,,,"LINESTRING (699462.1564733167 5712941.626310933, 699457.3603717138 5712942.963224607)",footway,,0,,4.964,,,False,45855338,,,,444948786,4539373438,,0,0,0.0,0.0,0,0.0
5832,,,"LINESTRING (699462.1564733167 5712941.626310933, 699463.4180934636 5712945.39516851)",footway,,0,,3.971,,,False,111571257,,,,444948786,1270819383,,0,0,0.0,0.0,0,0.0
5833,no,,"LINESTRING (698694.5048701357 5712317.043005198, 698721.6993691686 5712335.089735046)",service,,0,,32.555,20 mph,Euston Street,False,4257238,,,,721379688,25508737,,1,0,0.06714404843677506,0.0,1,0.08533071699389269
5834,,,"LINESTRING (698694.5048701357 5712317.043005198, 698691.2508824051 5712321.915291263)",unclassified,,0,,5.851,20 mph,Cobourg Street,False,360934007,,,,721379688,6052188920,,1,0,0.12257856045966442,0.0,1,0.15578024703040638
5835,,,"LINESTRING (698694.5048701357 5712317.043005198, 698688.9694839808 5712313.307410217)",unclassified,,0,,6.661,20 mph,Euston Street,False,541926390,,,,721379688,10365733,,1,0,0.11585118448733173,0.0,1,0.14723069083635024
5836,,,"LINESTRING (698600.5423456879 5711198.398015293, 698574.0089756739 5711236.24391056)",unclassified,,0,,46.155,,Wells Street,False,615664503,,,,1685938592,9521018,,3,0,0.12243061794056072,0.0,0,0.0
5837,,,"LINESTRING (698600.5423456879 5711198.398015293, 698595.943156167 5711196.091164469, 698544.0880966643 5711195.732120781, 698543.106656528 5711198.0877995, 698542.1789579312 5711223.039034653)",service,,0,,84.32000000000001,,Marylebone Passage,False,156333052,,,,1685938592,1685938596,,5,38,0.13713663907476809,0.17982397415195045,0,0.0
5838,,,"LINESTRING (698600.5423456879 5711198.398015293, 698605.4945987405 5711190.797161096, 698612.389295281 5711176.524367131)",unclassified,,0,,24.894,,Wells Street,False,615664503,,,,1685938592,9521006,,2,52,0.11489697365042713,0.26629123431300405,1,0.09212711463941796
5839,,,"LINESTRING (698542.1789579312 5711223.039034653, 698437.8847464678 5711187.179113023)",unclassified,,0,,109.952,,Margaret Street,False,30279890,,,,1685938596,255563,,0,0,0.0,0.0,0,0.0
5840,,,"LINESTRING (698542.1789579312 5711223.039034653, 698569.4117278579 5711232.645466832, 698574.0089756739 5711236.24391056)",unclassified,,0,,34.614,,Margaret Street,False,30279890,,,,1685938596,9521018,,1,0,0.06602484398899361,0.0,0,0.0
5841,,,"LINESTRING (698542.1789579312 5711223.039034653, 698543.106656528 5711198.0877995, 698544.0880966643 5711195.732120781, 698595.943156167 5711196.091164469, 698600.5423456879 5711198.398015293)",service,,0,,84.32000000000001,,Marylebone Passage,False,156333052,,,,1685938596,1685938592,,5,38,0.13713663907476809,0.17982397415195045,0,0.0
5842,,,"LINESTRING (699369.197021869 5712910.510888957, 699369.4478581934 5712904.307186346)",primary,,0,,6.205,20 mph,Pancras Road,False,206996918,A5202,,,2310070697,921789673,,0,0,0.0,0.0,0,0.0
5843,,,"LINESTRING (699369.197021869 5712910.510888957, 699375.6389205118 5712917.835140596, 699383.6451947762 5712927.058252351, 699395.9868132187 5712941.36256199, 699402.4679589352 5712951.572471243)",pedestrian,,0,,52.858000000000004,,King's Boulevard,False,385510709,,,,2310070697,3888589448,,0,0,0.0,0.0,0,0.0
5844,,,"LINESTRING (699369.197021869 5712910.510888957, 699367.2211793461 5712915.544368782, 699364.1899380469 5712920.74793117, 699361.9656093596 5712923.62250804)",primary,,0,,15.046,20 mph,Pancras Road,False,648541446,A5202,,,2310070697,2662856928,,0,0,0.0,0.0,0,0.0
5845,,,"LINESTRING (698380.2010511573 5712698.049358499, 698314.7591445362 5712681.79356092)",residential,,0,,67.219,20 mph,Mackworth Street,False,8407162,,,,27058612,27058617,,0,22,0.0,0.16205666001466568,16,0.29018017314175226
5846,,,"LINESTRING (698380.2010511573 5712698.049358499, 698382.2668018611 5712678.086665704)",residential,,0,,20.056,20 mph,Harrington Street,False,25913821,,,,27058612,362582958,,0,0,0.0,0.0,3,0.19676036457663104
5847,,,"LINESTRING (698380.2010511573 5712698.049358499, 698378.3544378158 5712706.37312453)",residential,,0,,8.52,20 mph,Harrington Street,False,25913821,,,,27058612,293801995,,0,11,0.0,0.24067238786071796,1,0.13303601476700308
5848,,,"LINESTRING (698314.7591445362 5712681.79356092, 698380.2010511573 5712698.049358499)",residential,,0,,67.219,20 mph,Mackworth Street,False,8407162,,,,27058617,27058612,,0,22,0.0,0.16205666001466568,16,0.29018017314175226
5849,,,"LINESTRING (698314.7591445362 5712681.79356092, 698316.179225351 5712673.007688737, 698322.289794313 5712617.80414081, 698324.2933288557 5712569.054344551)",residential,,0,,113.157,20 mph,Stanhope Street,False,8407161,,,,27058617,25508653,,0,0,0.0,0.0,17,0.2638631225861744
5850,,,"LINESTRING (698314.7591445362 5712681.79356092, 698314.3306314929 5712684.226563444, 698312.8778988668 5712690.650482578, 698308.8057192746 5712703.140912887)",residential,,0,,22.176000000000002,20 mph,Stanhope Street,False,8407161,,,,27058617,501766439,,1,0,0.07504954590891272,0.0,6,0.267758497536107
5851,,,"LINESTRING (697869.4892964659 5711423.384697239, 697922.3904851732 5711440.124272287)",tertiary,,0,,55.316,30 mph,New Cavendish Street,False,587552474,,,,1685938621,101998,,0,0,0.0,0.0,5,0.19224288232474734
5852,,,"LINESTRING (697869.4892964659 5711423.384697239, 697868.3638380906 5711426.770439275, 697863.003619313 5711443.264160521, 697864.7294760142 5711443.899360787, 697826.7877959781 5711557.858149991)",service,,0,,142.734,30 mph,Wimpole Mews,False,156333056,,,,1685938621,1685938630,,0,18,0.0,0.12935331760993174,4,0.14011247927687392
5853,,,"LINESTRING (697869.4892964659 5711423.384697239, 697834.5926150155 5711412.213774117, 697832.0261351083 5711411.401050085, 697825.5826198275 5711409.357045677, 697818.7619306725 5711407.186992269)",tertiary,,0,,53.088,30 mph,New Cavendish Street,False,587552474,,,,1685938621,101997,,1,0,0.059111109388770164,0.0,5,0.19418748136304367
5854,,,"LINESTRING (697826.7877959781 5711557.858149991, 697878.2813401241 5711574.319759008)",tertiary,,0,,53.895,30 mph,Weymouth Street,False,17944925,,,,1685938630,101990,,1,0,0.05889254796472911,0.0,6,0.21011426475847989
5855,,,"LINESTRING (697826.7877959781 5711557.858149991, 697773.7432630487 5711541.615001583)",tertiary,,0,,55.305,30 mph,Weymouth Street,False,17944925,,,,1685938630,101993,,0,0,0.0,0.0,6,0.2087922579839188
5856,,,"LINESTRING (697826.7877959781 5711557.858149991, 697787.8847724262 5711676.556649244)",service,,0,,124.806,,Devonshire Mews South,False,156333050,,,,1685938630,1685938659,,0,11,0.0,0.11217351969942244,3,0.12401188317319888
5857,,,"LINESTRING (697826.7877959781 5711557.858149991, 697864.7294760142 5711443.899360787, 697863.003619313 5711443.264160521, 697868.3638380906 5711426.770439275, 697869.4892964659 5711423.384697239)",service,,0,,142.734,30 mph,Wimpole Mews,False,156333056,,,,1685938630,1685938621,,0,18,0.0,0.12935331760993174,4,0.14011247927687392
5858,,,"LINESTRING (698034.4404720776 5711622.659841294, 698047.3927039817 5711626.661897809)",tertiary,,0,,13.515,30 mph,Weymouth Street,False,156333055,,,,1685938634,1685938638,,0,0,0.0,0.0,0,0.0
5859,,,"LINESTRING (698034.4404720776 5711622.659841294, 698037.697882939 5711612.531470904)",primary,,0,2,10.63,30 mph,Portland Place,False,235991133,A4201,,,1685938634,2440655465,,1,0,0.09614064233860373,0.0,0,0.0
5860,,,"LINESTRING (698034.4404720776 5711622.659841294, 698027.8858853432 5711620.622357314, 698024.6254965903 5711619.615413652, 698019.5873027659 5711618.060267538, 697970.1203733521 5711601.843279599)",tertiary,,0,,67.4,30 mph,Weymouth Street,False,17944925,,,,1685938634,1611082203,,0,0,0.0,0.0,9,0.2356848771534121
5861,,,"LINESTRING (698034.4404720776 5711622.659841294, 698031.7731552619 5711631.018479159, 698030.42779347 5711635.230747242)",primary,,0,2,13.184999999999999,30 mph,Portland Place,False,138183909,A4201,,,1685938634,2440655454,,0,0,0.0,0.0,0,0.0
5862,,,"LINESTRING (698047.3927039817 5711626.661897809, 698034.4404720776 5711622.659841294)",tertiary,,0,,13.515,30 mph,Weymouth Street,False,156333055,,,,1685938638,1685938634,,0,0,0.0,0.0,0,0.0
5863,,,"LINESTRING (698047.3927039817 5711626.661897809, 698050.5569311008 5711616.607842912)",primary,,0,2,10.531,30 mph,Portland Place,False,235991623,A4201,,,1685938638,2440655450,,1,0,0.09647679127890893,0.0,0,0.0
5864,,,"LINESTRING (698047.3927039817 5711626.661897809, 698045.2759996244 5711633.371743478)",primary,,0,2,7.03,30 mph,Portland Place,False,241253346,A4201,,,1685938638,2440655443,,0,0,0.0,0.0,0,0.0
